CUSTOMER_ID,PRIVATE_IP,START_REAL_PORT,END_REAL_PORT,START_DATETIME,END_DATETIME
Customer-304,127.163.73.51,0,0,1693365770,1694106737
Customer-305,49.29.139.226,0,0,1693665436,1694106874
Customer-306,40.40.169.68,0,0,1693333386,1694105737
Customer-307,56.25.204.183,0,0,1693967472,1694106153
Customer-308,115.253.184.52,0,0,1693335148,1694106340
Customer-309,52.85.46.255,0,0,1693336541,1694105708
Customer-310,45.232.201.91,0,0,1693968262,1694106180
Customer-311,41.71.72.22,0,0,1693709611,1694105826
Customer-312,38.251.39.207,0,0,1693504399,1694105539
Customer-313,176.129.144.204,0,0,1693967468,1694106030
Customer-314,153.80.205.118,0,0,1693896926,1694105932
Customer-315,150.99.112.127,0,0,1693843019,1694104787
Customer-316,86.15.127.236,0,0,1693449050,1694106227
Customer-317,140.92.243.169,0,0,1693452123,1694105400
Customer-318,30.114.171.73,0,0,1693505975,1694105996
Customer-319,62.43.239.247,0,0,1693336557,1694105593
Customer-320,191.114.91.93,0,0,1693665345,1694106286
Customer-321,38.59.126.150,0,0,1693905123,1694106317
Customer-322,144.22.222.147,0,0,1693622383,1694106410
Customer-323,68.175.13.170,0,0,1693538677,1694106401
Customer-324,183.103.142.136,0,0,1693465032,1694105162
Customer-325,183.178.129.108,0,0,1693901982,1694086502
Customer-325,183.178.129.108,0,0,1694086637,1694101037
Customer-326,116.112.146.25,0,0,1693333364,1694106155
Customer-327,21.44.72.53,0,0,1693493798,1694105177
Customer-328,10.87.110.235,0,0,1693523326,1694105369
Customer-329,237.67.225.212,0,0,1693336409,1694106735
Customer-330,110.168.216.87,0,0,1693363037,1694103532
Customer-331,80.185.85.26,0,0,1693450404,1694104720
Customer-332,228.51.35.202,0,0,1693466665,1694105977
Customer-333,6.227.225.71,0,0,1693967464,1694105429
Customer-334,243.249.114.42,0,0,1693967457,1694106528
Customer-335,11.136.217.233,0,0,1693447486,1694105753
Customer-336,67.244.119.184,0,0,1693857570,1694105076
Customer-337,54.8.173.106,0,0,1693451031,1694105913
Customer-338,191.199.138.85,0,0,1694035292,1694106189
Customer-339,109.121.42.106,0,0,1693447697,1694106385
Customer-340,28.175.231.180,0,0,1693535444,1694106527
Customer-341,254.236.240.53,0,0,1693881029,1694106068
Customer-342,93.152.182.53,0,0,1693333359,1694106514
Customer-343,248.55.81.128,35854,37143,1693906198,1694094887
Customer-344,113.97.241.189,63904,65213,1692670306,1694094973
Customer-345,230.48.135.173,59074,60363,1693222027,1694095114
Customer-346,101.108.108.255,28534,29843,1690514478,1694091895
Customer-347,80.225.236.229,30694,31983,1694077660,1694092060
Customer-348,44.61.246.179,59074,60363,1692755779,1694093336
Customer-349,70.195.91.218,7474,8763,1693963427,1694094245
Customer-350,130.103.157.28,34564,35853,1693961106,1694091639
Customer-351,1.247.56.2,28534,29843,1693175482,1694091751
Customer-352,55.40.67.239,24604,25913,1694077658,1694092058
Customer-353,15.42.141.49,35854,37143,1693366027,1694092062
Customer-354,217.16.244.216,28114,29403,1693600102,1694093393
Customer-355,49.147.87.145,52624,53913,1693103936,1694091683
Customer-356,173.224.39.155,10054,11343,1693771264,1694091733
Customer-357,113.188.106.70,48754,50043,1694004768,1694091825
Customer-358,55.68.167.218,48754,50043,1694077659,1694092059
Customer-359,236.97.200.17,36394,37703,1693177124,1694094044
Customer-360,223.89.30.38,52624,53913,1693482750,1694094551
Customer-361,65.127.98.112,24604,25913,1693396500,1694094592
Customer-362,7.228.71.168,41014,42303,1693672817,1694094859
Customer-363,221.94.89.87,58664,59973,1691201249,1694095000
Customer-364,220.16.226.27,43594,44883,1693844949,1694092534
Customer-365,180.231.215.39,52114,53423,1693848334,1694095001
Customer-366,17.70.248.79,11344,12633,1693759813,1694093899
Customer-367,19.112.136.52,15214,16503,1692971698,1694092034
Customer-368,18.130.61.5,61284,62593,1693963428,1694094457
Customer-369,210.45.97.11,23294,24603,1692988935,1694093076
Customer-370,130.229.209.100,30694,31983,1694079762,1694094162
Customer-371,165.169.154.243,6264,7573,1692232725,1694095088
Customer-372,246.12.74.65,20374,21663,1693714103,1694092023
Customer-373,10.2.115.102,12634,13923,1694077660,1694092060
Customer-374,227.16.137.229,55204,56493,1693905215,1694094302
Customer-375,216.203.128.161,19084,20373,1693817959,1694093906
Customer-376,197.43.130.8,56494,57783,1694048098,1694091615
Customer-377,120.225.17.249,62944,64233,1693293792,1694094003
Customer-378,32.249.30.54,17794,19083,1693789472,1694094760
Customer-379,160.107.19.227,52624,53913,1692667923,1694092061
Customer-380,24.160.210.78,38434,39723,1694077661,1694092061
Customer-381,98.36.115.194,22954,24243,1694077661,1694092061
Customer-382,17.21.188.76,16504,17793,1693569093,1694093500
Customer-383,221.196.2.166,28114,29403,1693744833,1694093896
Customer-384,44.33.218.198,13924,15213,1693265959,1694094934
Customer-385,168.104.47.193,26824,28113,1693932566,1694092300
Customer-386,27.178.22.218,61654,62943,1693979011,1694094823
Customer-387,68.206.93.223,22954,24243,1694077663,1694092063
Customer-388,120.162.90.109,14124,15433,1692898486,1694091970
Customer-389,15.28.250.3,63904,65213,1693585359,1694093354
Customer-390,40.232.168.112,55204,56493,1693467904,1694094076
Customer-391,46.84.65.231,26824,28113,1694022376,1694094905
Customer-392,157.48.135.237,0,65523,1694077666,1694092066
Customer-393,98.244.184.212,38434,39723,1694019485,1694092242
Customer-394,71.30.219.249,29404,30693,1693816545,1694092660
Customer-395,166.157.103.92,30694,31983,1694048101,1694091623
Customer-396,85.73.254.66,35084,36393,1693815887,1694092063
Customer-397,139.169.144.220,10054,11343,1693745441,1694094051
Customer-398,57.204.121.191,47464,48753,1693788697,1694094163
Customer-399,237.211.207.79,33274,34563,1693321653,1694091830
Customer-400,29.54.163.144,11344,12633,1694048102,1694091654
Customer-401,204.226.233.81,20374,21663,1693277738,1694091938
Customer-402,222.120.244.120,4894,6183,1693949577,1694095013
Customer-403,8.78.193.220,60364,61653,1693192122,1694092846
Customer-404,179.226.190.130,39014,40323,1693511340,1694093073
Customer-405,168.200.14.14,22954,24243,1694036291,1694094165
Customer-406,252.180.101.141,31984,33273,1693512843,1694094953
Customer-407,189.13.105.48,7474,8763,1694077670,1694092070
Customer-408,121.240.98.66,2334,3643,1693963431,1694093809
Customer-409,82.204.228.56,7574,8883,1694079765,1694094165
Customer-410,74.122.188.101,48754,50043,1693846365,1694094166
Customer-411,178.182.213.231,4894,6183,1692654444,1694093325
Customer-412,120.123.76.205,2334,3643,1693831633,1694093464
Customer-413,177.89.225.176,59074,60363,1693221244,1694094489
Customer-414,101.119.102.146,37144,38433,1693963424,1694094015
Customer-415,90.84.231.166,44254,45563,1693905830,1694095008
Customer-416,238.143.83.163,61654,62943,1694048100,1694091631
Customer-417,15.90.200.58,35854,37143,1692535965,1694091759
Customer-418,38.249.133.116,42944,44253,1692070400,1694092408
Customer-419,4.53.55.200,12634,13923,1693963426,1694093969
Customer-420,128.66.94.31,51334,52623,1693963427,1694094495
Customer-421,111.213.115.41,22954,24243,1693452833,1694091891
Customer-422,117.181.46.146,30694,31983,1693891318,1694094944
Customer-423,226.113.186.153,63904,65213,1693815160,1694092302
Customer-424,169.3.91.32,19084,20373,1693482604,1694092645
Customer-425,55.52.32.115,59074,60363,1692958517,1694091720
Customer-426,233.141.154.6,38434,39723,1693247980,1694092027
Customer-427,114.38.71.134,12634,13923,1693279710,1694094028
Customer-428,122.144.101.208,12814,14123,1693963429,1694094420
Customer-429,26.158.127.11,47464,48753,1693527163,1694094534
Customer-430,136.219.153.57,29844,31153,1694048149,1694091759
Customer-431,242.70.234.184,47464,48753,1693467810,1694091789
Customer-432,235.224.11.49,56494,57783,1694077663,1694092063
Customer-433,240.90.114.204,3604,4893,1693729197,1694092069
Customer-434,27.174.170.133,64234,65523,1693746937,1694095161
Customer-435,37.118.151.223,37144,38433,1692564358,1694092480
Customer-436,90.126.97.69,55204,56493,1693919812,1694094233
Customer-437,236.41.109.20,16504,17793,1692665258,1694092063
Customer-438,115.15.159.130,49494,50803,1694006912,1694094014
Customer-439,35.99.89.31,43594,44883,1693991557,1694092778
Customer-440,168.179.16.215,17794,19083,1694048098,1694091674
Customer-441,98.161.79.203,62944,64233,1694077661,1694092061
Customer-442,143.187.65.230,55204,56493,1693177910,1694094078
Customer-443,255.138.8.39,42304,43593,1693237618,1694095032
Customer-444,81.50.28.150,46174,47463,1693658931,1694095101
Customer-445,0.103.55.87,64234,65523,1690862307,1694091672
Customer-446,5.178.183.25,52624,53913,1690950537,1694092064
Customer-447,77.93.4.5,46174,47463,1694077664,1694092064
Customer-448,201.60.233.171,10054,11343,1693642989,1694093938
Customer-449,4.17.168.213,43594,44883,1693105043,1694094784
Customer-450,145.20.119.35,52114,53423,1693060684,1694092813
Customer-451,223.90.148.36,12814,14123,1693991558,1694093135
Customer-452,74.52.94.254,43594,44883,1694048099,1694091661
Customer-453,140.189.1.243,16504,17793,1692785604,1694094314
Customer-454,85.66.101.252,22954,24243,1691258948,1694093237
Customer-455,106.90.127.27,50044,51333,1693876304,1694094282
Customer-456,11.52.234.54,20674,21983,1693714142,1694092268
Customer-457,24.209.25.245,59074,60363,1693991558,1694093231
Customer-458,243.111.4.120,55204,56493,1693279710,1694094423
Customer-459,153.7.32.212,38434,39723,1692755681,1694093245
Customer-460,1.120.250.61,42944,44253,1693728466,1694092065
Customer-461,192.111.248.54,11344,12633,1694022382,1694095113
Customer-462,172.73.29.126,7474,8763,1693918063,1694092295
Customer-463,64.192.201.247,29404,30693,1693396644,1694094164
Customer-464,74.35.156.232,41014,42303,1693745280,1694094249
Customer-465,207.109.178.9,2334,3643,1693963171,1694094252
